itemID|pop|rank_main_topic
52791|4.0|817.0
37633|112.0|4.0
7776|65.0|58.0
49891|51.0|15.0
54495|2.0|40.0
66347|26.0|39.0
51835|3.0|296.0
27727|3.0|160.0
68711|187.0|2.0
35340|1.0|143.0
19894|16.0|171.0
71701|19.0|170.0
17085|20.0|331.0
47667|63.0|19.0
5658|87.0|3.0
460|39.0|83.0
57553|171.0|28.0
50087|44.0|6.0
28880|4.0|826.0
21308|28.0|110.0
66059|1.0|506.0
17479|417.0|4.0
20283|38.0|25.0
56839|55.0|68.0
56473|14.0|159.0
27251|15.0|251.0
6611|30.0|154.0
8556|2.0|311.0
7908|7.0|15.0
74250|189.0|45.0
33296|2.0|520.0
19469|2.0|710.0
45820|14.0|52.0
19671|37.0|144.0
11277|6.0|80.0
24857|2.0|458.0
34798|16.0|91.0
49419|33.0|33.0
47536|8.0|504.0
10775|1.0|495.0
55648|2.0|966.0
4000|82.0|89.0
21104|1.0|495.0
3326|9.0|70.0
19466|28.0|37.0
69697|4.0|414.0
44171|13.0|1.0
72637|27.0|214.0
2370|36.0|146.0
15928|11.0|65.0
26267|5.0|88.0
31325|104.0|71.0
56782|10.0|336.0
75414|6.0|729.0
28080|60.0|14.0
25244|9.0|349.0
63011|41.0|248.0
14323|12.0|59.0
46024|24.0|222.0
23319|94.0|99.0
46377|6.0|46.0
73914|19.0|235.0
60221|19.0|248.0
29738|64.0|132.0
74632|13.0|217.0
30390|13.0|33.0
16047|186.0|47.0
63407|49.0|124.0
32789|27.0|172.0
75216|75.0|98.0
38527|2.0|458.0
20919|62.0|150.0
6033|5.0|1.0
46067|15.0|282.0
3340|6.0|541.0
9439|39.0|136.0
67683|24.0|394.0
27629|37.0|277.0
72363|5.0|88.0
3112|46.0|133.0
53251|48.0|127.0
41448|6.0|403.0
46401|13.0|299.0
70481|84.0|112.0
47138|50.0|116.0
74204|25.0|137.0
6436|63.0|133.0
70893|57.0|106.0
33042|21.0|158.0
51920|24.0|114.0
40410|27.0|172.0
6178|57.0|140.0
55240|69.0|123.0
552|5.0|772.0
26278|8.0|673.0
3682|6.0|27.0
17527|15.0|228.0
31915|29.0|204.0
10191|2.0|608.0
46749|2.0|311.0
38757|15.0|282.0
39335|30.0|327.0
33159|5.0|425.0
21031|28.0|207.0
9816|94.0|99.0
40834|39.0|172.0
22125|29.0|34.0
40081|18.0|240.0
18431|17.0|218.0
16857|25.0|200.0
60897|44.0|156.0
14917|18.0|240.0
14945|21.0|195.0
9023|10.0|327.0
60059|4.0|630.0
20354|155.0|44.0
10697|7.0|126.0
48804|55.0|3.0
58613|1.0|920.0
48249|14.0|27.0
59332|72.0|30.0
68261|50.0|7.0
7471|22.0|128.0
36312|57.0|76.0
26594|122.0|21.0
34055|11.0|313.0
10763|5.0|473.0
36328|15.0|282.0
46700|151.0|57.0
23405|4.0|14.0
5022|51.0|85.0
2620|74.0|1.0
36543|1.0|18.0
74875|137.0|78.0
69193|3.0|18.0
57572|35.0|239.0
41241|178.0|22.0
26039|17.0|103.0
9215|14.0|562.0
70887|18.0|2.0
71762|12.0|115.0
46868|2.0|373.0
44738|368.0|6.0
76903|2.0|60.0
10120|1.0|506.0
40189|7.0|97.0
65283|378.0|3.0
54405|27.0|6.0
61688|3.0|161.0
22685|7.0|203.0
45682|22.0|47.0
43848|22.0|47.0
38133|5.0|14.0
71401|48.0|127.0
5884|60.0|114.0
74775|1.0|777.0
49636|14.0|31.0
19661|130.0|66.0
19155|58.0|13.0
48659|56.0|194.0
7621|14.0|6.0
73474|34.0|2.0
18482|119.0|75.0
15908|44.0|1.0
60075|117.0|3.0
31129|67.0|81.0
42339|45.0|5.0
78040|3.0|16.0
51358|13.0|16.0
24900|69.0|123.0
72244|101.0|91.0
26382|14.0|14.0
35810|25.0|188.0
60343|30.0|35.0
15781|106.0|5.0
36090|35.0|15.0
57694|3.0|202.0
68574|6.0|82.0
65284|55.0|40.0
49382|4.0|826.0
51018|9.0|228.0
71651|9.0|19.0
36673|18.0|7.0
13622|27.0|280.0
18921|3.0|161.0
33338|2.0|752.0
8230|1.0|53.0
20697|79.0|125.0
33983|12.0|13.0
71584|24.0|179.0
12580|119.0|62.0
72404|88.0|105.0
60031|3.0|285.0
45824|21.0|2.0
43389|1.0|724.0
18728|1.0|561.0
19667|254.0|1.0
5391|158.0|1.0
58102|66.0|144.0
23404|68.0|55.0
45580|39.0|6.0
16713|10.0|67.0
70898|8.0|313.0
49903|4.0|116.0
3735|7.0|35.0
52393|80.0|36.0
45870|4.0|265.0
74845|78.0|72.0
44180|62.0|36.0
43945|3.0|160.0
20749|41.0|13.0
35571|2.0|19.0
76487|106.0|5.0
62864|6.0|403.0
25019|45.0|71.0
56213|9.0|48.0
6981|7.0|19.0
5774|3.0|119.0
69567|64.0|3.0
63670|1.0|146.0
64088|2.0|710.0
7541|104.0|3.0
58158|4.0|442.0
25814|20.0|36.0
25655|1.0|41.0
41316|48.0|76.0
28146|11.0|5.0
59870|35.0|93.0
17667|20.0|2.0
61125|28.0|207.0
1|2.0|52.0
24724|71.0|21.0
9960|20.0|111.0
5089|4.0|148.0
71956|96.0|96.0
15233|6.0|16.0
10158|51.0|47.0
46851|16.0|25.0
72863|2.0|373.0
25909|52.0|245.0
4331|58.0|92.0
57238|95.0|97.0
21865|20.0|164.0
71263|8.0|39.0
17034|36.0|14.0
78060|12.0|1.0
75025|370.0|11.0
59798|22.0|192.0
4766|3.0|12.0
62609|8.0|228.0
27634|1.0|506.0
46277|73.0|10.0
75548|99.0|14.0
71523|77.0|4.0
71970|44.0|116.0
78928|10.0|218.0
12380|8.0|48.0
33175|17.0|50.0
72288|47.0|22.0
53312|11.0|313.0
14265|13.0|299.0
45734|2.0|34.0
77434|45.0|116.0
8692|8.0|28.0
43322|4.0|458.0
7129|1.0|42.0
70088|10.0|338.0
69219|32.0|255.0
19295|7.0|22.0
68354|2.0|710.0
51308|3.0|7.0
60717|36.0|22.0
1520|28.0|20.0
3725|16.0|149.0
68927|75.0|179.0
65051|125.0|16.0
23604|1.0|777.0
554|39.0|212.0
54003|6.0|65.0
1186|20.0|4.0
16633|1.0|777.0
18375|15.0|150.0
60015|7.0|21.0
2718|56.0|77.0
37310|42.0|5.0
1136|58.0|12.0
62060|43.0|21.0
63399|66.0|126.0
68365|226.0|13.0
57012|28.0|30.0
51069|11.0|10.0
21618|1.0|33.0
7406|7.0|17.0
35690|32.0|15.0
74738|41.0|248.0
28343|142.0|4.0
60365|25.0|112.0
11466|30.0|2.0
34964|70.0|59.0
68499|2.0|608.0
33534|5.0|772.0
3487|26.0|114.0
53821|8.0|504.0
76446|1.0|262.0
51312|3.0|5.0
69695|7.0|337.0
45302|8.0|313.0
47606|9.0|654.0
19093|7.0|700.0
480|87.0|135.0
70010|19.0|7.0
65418|40.0|98.0
14318|46.0|19.0
58312|11.0|130.0
44706|2.0|888.0
52937|24.0|222.0
32840|19.0|45.0
65077|34.0|147.0
11542|6.0|252.0
4063|38.0|36.0
76974|7.0|34.0
40664|96.0|17.0
38043|21.0|195.0
1928|36.0|282.0
37189|17.0|229.0
44768|64.0|18.0
41781|14.0|60.0
62749|5.0|20.0
2796|44.0|2.0
45237|29.0|184.0
5300|5.0|115.0
24918|22.0|69.0
32109|10.0|12.0
22061|11.0|1.0
53444|33.0|19.0
41398|8.0|39.0
7624|8.0|288.0
44866|29.0|85.0
72778|4.0|124.0
60291|4.0|99.0
5955|6.0|104.0
13081|2.0|296.0
45108|1.0|143.0
34391|7.0|97.0
31717|3.0|112.0
21548|1.0|34.0
19503|11.0|7.0
59567|1.0|143.0
60644|2.0|125.0
71120|6.0|82.0
21470|12.0|115.0
55547|7.0|182.0
43052|4.0|133.0
51238|3.0|112.0
65740|2.0|114.0
19385|15.0|41.0
40144|5.0|91.0
72745|80.0|5.0
65519|23.0|407.0
8313|1.0|143.0
48197|2.0|373.0
45858|40.0|14.0
68527|4.0|99.0
12959|6.0|215.0
75447|4.0|332.0
20410|10.0|102.0
30237|51.0|114.0
42221|419.0|2.0
9492|21.0|199.0
12932|1.0|777.0
65729|4.0|458.0
7996|148.0|1.0
26798|50.0|59.0
13941|3.0|158.0
19583|11.0|610.0
3839|14.0|204.0
59841|46.0|127.0
34361|15.0|13.0
1325|13.0|1.0
78489|58.0|27.0
19993|12.0|119.0
53463|3.0|285.0
51346|10.0|51.0
47643|29.0|379.0
56481|27.0|38.0
21563|46.0|52.0
23716|10.0|14.0
31179|36.0|183.0
67272|6.0|379.0
52399|1.0|36.0
47895|1.0|448.0
13989|1.0|25.0
67273|49.0|219.0
30227|2.0|311.0
54754|44.0|23.0
39491|68.0|76.0
18947|60.0|16.0
28803|80.0|65.0
24927|34.0|296.0
27873|36.0|282.0
6222|57.0|1.0
20081|382.0|3.0
47688|22.0|314.0
29028|131.0|2.0
35703|52.0|5.0
67721|177.0|4.0
56905|53.0|240.0
46398|83.0|10.0
68987|53.0|100.0
64376|45.0|117.0
69946|185.0|23.0
30278|7.0|524.0
55463|16.0|22.0
60180|2.0|373.0
30958|9.0|292.0
41575|71.0|12.0
32136|38.0|218.0
47743|20.0|41.0
53353|90.0|79.0
11572|43.0|2.0
29139|17.0|184.0
78173|15.0|42.0
23709|41.0|206.0
27633|22.0|234.0
1973|19.0|248.0
53471|34.0|191.0
123|4.0|14.0
42252|51.0|5.0
31405|1.0|138.0
60855|61.0|213.0
68804|6.0|70.0
72752|3.0|595.0
43744|38.0|12.0
7879|40.0|208.0
35498|84.0|66.0
31620|1.0|25.0
41857|118.0|13.0
77380|23.0|17.0
32538|84.0|48.0
69090|2.0|558.0
70931|1.0|16.0
11394|9.0|654.0
36914|13.0|547.0
1395|4.0|826.0
23207|104.0|34.0
9927|29.0|2.0
26154|3.0|16.0
7822|11.0|72.0
4293|28.0|33.0
15344|246.0|2.0
50704|4.0|817.0
69233|9.0|68.0
11710|32.0|6.0
40188|11.0|610.0
16463|29.0|2.0
66032|28.0|1.0
13092|37.0|154.0
62962|298.0|4.0
30540|11.0|440.0
20424|129.0|68.0
21381|20.0|7.0
69734|49.0|124.0
49441|63.0|99.0
12167|72.0|22.0
75086|42.0|70.0
41372|53.0|59.0
8066|1.0|1092.0
29|2.0|558.0
26758|20.0|42.0
17876|8.0|17.0
21445|47.0|46.0
75343|68.0|45.0
41251|3.0|86.0
65136|83.0|23.0
29456|27.0|172.0
75041|32.0|1.0
60863|41.0|206.0
23599|3.0|675.0
49177|7.0|8.0
21963|46.0|1.0
27387|1.0|39.0
21895|22.0|136.0
43186|60.0|48.0
23050|11.0|247.0
4490|1.0|41.0
74623|61.0|89.0
46888|90.0|6.0
4712|17.0|3.0
33290|12.0|115.0
62643|2.0|21.0
60507|10.0|75.0
4634|30.0|108.0
2006|23.0|8.0
8668|151.0|39.0
7206|6.0|4.0
32513|16.0|21.0
59534|15.0|110.0
21809|41.0|8.0
15029|2.0|558.0
38034|220.0|27.0
57140|53.0|100.0
76748|26.0|1.0
6855|137.0|6.0
60960|24.0|121.0
3977|20.0|111.0
69198|11.0|247.0
40267|6.0|112.0
12976|12.0|307.0
1328|63.0|4.0
20015|10.0|128.0
68425|8.0|288.0
67904|5.0|404.0
26119|17.0|32.0
48854|1.0|29.0
45872|87.0|141.0
76299|2.0|373.0
62659|36.0|316.0
46813|5.0|575.0
25195|8.0|673.0
78166|2.0|8.0
61811|1.0|1092.0
29667|3.0|595.0
20276|164.0|66.0
7276|14.0|76.0
54958|27.0|170.0
38058|14.0|187.0
60947|15.0|249.0
38368|76.0|55.0
65123|13.0|57.0
75798|30.0|264.0
53689|49.0|7.0
20452|18.0|247.0
72558|17.0|103.0
62688|51.0|249.0
65386|81.0|161.0
27336|9.0|218.0
67213|3.0|192.0
19705|171.0|14.0
3075|36.0|87.0
65620|9.0|98.0
45981|100.0|56.0
41877|15.0|28.0
13425|49.0|257.0
71916|39.0|10.0
47534|71.0|41.0
4729|4.0|97.0
60822|17.0|508.0
27462|1.0|957.0
19539|9.0|668.0
73232|28.0|17.0
26522|23.0|22.0
14121|4.0|14.0
15386|1.0|210.0
7653|122.0|96.0
29697|1.0|138.0
12181|37.0|138.0
57440|4.0|332.0
29104|15.0|36.0
78329|6.0|377.0
58638|10.0|201.0
52037|8.0|88.0
28802|2.0|373.0
47337|10.0|31.0
2878|1.0|93.0
40960|24.0|116.0
68378|130.0|4.0
74167|27.0|176.0
50727|64.0|34.0
53085|9.0|487.0
53184|7.0|97.0
58438|11.0|230.0
66775|38.0|42.0
30739|1.0|777.0
28088|22.0|82.0
7157|21.0|84.0
68880|22.0|451.0
57728|45.0|271.0
65375|36.0|316.0
1879|14.0|3.0
34342|2.0|558.0
2158|64.0|8.0
13183|24.0|87.0
42926|34.0|24.0
48448|2.0|520.0
4486|10.0|327.0
21245|1.0|561.0
19198|1.0|724.0
30520|19.0|7.0
76337|18.0|83.0
2518|8.0|313.0
33496|3.0|481.0
42888|3.0|675.0
73861|141.0|76.0
36368|3.0|59.0
72111|21.0|5.0
26520|28.0|139.0
30856|1.0|37.0
69142|5.0|77.0
44420|70.0|157.0
52908|70.0|90.0
6970|48.0|76.0
11958|13.0|547.0
39884|9.0|12.0
37878|67.0|198.0
77769|74.0|100.0
22774|60.0|48.0
53549|104.0|34.0
17804|139.0|1.0
23041|11.0|1.0
42810|4.0|458.0
75847|49.0|3.0
48251|4.0|310.0
31512|32.0|1.0
27122|115.0|109.0
9791|6.0|235.0
59614|8.0|33.0
66546|17.0|229.0
35199|30.0|165.0
77530|105.0|6.0
26199|344.0|8.0
18176|1.0|453.0
17593|2.0|503.0
61142|8.0|504.0
71218|17.0|359.0
41277|22.0|153.0
34726|41.0|74.0
46835|54.0|19.0
75874|87.0|47.0
3986|209.0|4.0
57134|268.0|11.0
45392|229.0|7.0
33853|27.0|21.0
78792|13.0|399.0
70515|52.0|101.0
55437|35.0|89.0
61569|11.0|247.0
9902|20.0|241.0
58061|1.0|167.0
32854|5.0|404.0
73643|7.0|97.0
63939|81.0|29.0
62149|181.0|7.0
39626|109.0|23.0
4268|3.0|5.0
14908|21.0|195.0
565|23.0|407.0
43451|237.0|45.0
15227|12.0|22.0
9758|16.0|14.0
42528|55.0|3.0
46934|47.0|264.0
44545|15.0|56.0
57482|19.0|235.0
43901|3.0|41.0
22723|131.0|5.0
70843|7.0|38.0
6128|201.0|61.0
74557|35.0|93.0
45814|76.0|55.0
28790|25.0|55.0
47509|20.0|16.0
64448|8.0|690.0
53932|37.0|107.0
65212|180.0|27.0
47982|1.0|777.0
75837|16.0|55.0
69176|6.0|283.0
34279|5.0|118.0
22688|213.0|51.0
21581|10.0|338.0
69394|4.0|630.0
26448|630.0|5.0
58924|32.0|6.0
26527|62.0|7.0
5676|1.0|453.0
78863|2.0|710.0
55429|30.0|21.0
55857|31.0|122.0
24061|54.0|80.0
20183|33.0|98.0
12535|30.0|109.0
11282|3.0|436.0
12639|2.0|458.0
46382|86.0|8.0
67909|44.0|88.0
13177|74.0|75.0
51777|35.0|2.0
63552|21.0|26.0
22809|85.0|145.0
7103|1.0|777.0
69705|62.0|36.0
41212|4.0|442.0
26066|16.0|50.0
42423|50.0|76.0
24772|4.0|817.0
25560|6.0|371.0
22070|20.0|13.0
63300|2.0|114.0
4198|1.0|561.0
51144|1.0|110.0
194|87.0|108.0
66292|47.0|187.0
2873|62.0|180.0
32170|36.0|1.0
29567|7.0|6.0
50061|42.0|12.0
13005|1.0|97.0
58199|45.0|114.0
52431|79.0|116.0
17253|145.0|17.0
31120|99.0|94.0
67947|13.0|399.0
30230|61.0|152.0
29870|3.0|128.0
66817|7.0|97.0
51977|4.0|80.0
55552|7.0|104.0
14999|83.0|50.0
2168|4.0|82.0
72811|56.0|28.0
50851|54.0|235.0
21066|97.0|128.0
5097|85.0|145.0
67939|2.0|710.0
74960|48.0|19.0
78602|103.0|13.0
65798|19.0|9.0
19022|38.0|11.0
63795|62.0|71.0
33293|59.0|90.0
34273|6.0|283.0
73212|2.0|710.0
450|22.0|56.0
35804|23.0|149.0
5518|8.0|385.0
59689|5.0|777.0
55799|172.0|11.0
38833|34.0|3.0
46495|1.0|210.0
23008|36.0|109.0
21730|21.0|239.0
2265|212.0|1.0
31768|19.0|87.0
63382|40.0|5.0
70844|12.0|2.0
64133|3.0|296.0
73202|68.0|20.0
4717|14.0|31.0
3915|1.0|506.0
67955|97.0|77.0
26955|68.0|18.0
17810|2.0|966.0
50216|12.0|64.0
63429|75.0|5.0
6126|9.0|335.0
74158|5.0|24.0
14707|54.0|23.0
20689|79.0|71.0
76162|14.0|389.0
75102|22.0|2.0
21145|12.0|167.0
25022|7.0|97.0
59620|61.0|50.0
49971|76.0|37.0
42334|32.0|115.0
12907|11.0|19.0
78301|18.0|213.0
25313|37.0|310.0
61583|31.0|14.0
76473|26.0|28.0
62474|18.0|83.0
895|4.0|53.0
7186|6.0|438.0
47937|39.0|83.0
67961|8.0|2.0
68376|8.0|52.0
37618|59.0|220.0
70119|23.0|120.0
36284|41.0|165.0
75726|4.0|530.0
58888|3.0|481.0
65104|166.0|18.0
47218|184.0|3.0
29310|20.0|206.0
46063|12.0|177.0
48266|19.0|216.0
74496|7.0|44.0
56594|61.0|46.0
36767|90.0|44.0
34376|43.0|40.0
31892|17.0|5.0
67522|4.0|320.0
55483|26.0|14.0
71336|45.0|94.0
2121|60.0|184.0
49502|26.0|28.0
70989|2.0|153.0
17488|23.0|15.0
24211|165.0|17.0
33111|49.0|61.0
46574|25.0|30.0
28361|3.0|119.0
21164|31.0|4.0
39799|96.0|9.0
75876|179.0|16.0
27538|13.0|208.0
22986|41.0|121.0
25040|36.0|316.0
79014|110.0|112.0
39916|11.0|58.0
59878|12.0|86.0
7140|49.0|257.0
70065|3.0|341.0
56715|2.0|296.0
21286|9.0|60.0
65319|1.0|1.0
4880|2.0|53.0
13070|20.0|1.0
14790|62.0|1.0
56484|5.0|283.0
22375|13.0|28.0
53422|36.0|23.0
31980|166.0|6.0
57705|125.0|9.0
14189|59.0|74.0
68218|22.0|22.0
50860|12.0|77.0
2434|102.0|53.0
56947|15.0|88.0
35258|2.0|520.0
59251|18.0|6.0
72597|2.0|373.0
27871|5.0|777.0
17402|30.0|165.0
25181|24.0|25.0
34099|32.0|14.0
35835|4.0|230.0
75977|4.0|124.0
77148|8.0|2.0
56502|56.0|39.0
70624|11.0|610.0
5354|45.0|40.0
75517|15.0|28.0
35179|24.0|59.0
73446|79.0|38.0
78182|65.0|17.0
49649|26.0|145.0
5123|59.0|90.0
62583|115.0|14.0
33558|61.0|89.0
33374|105.0|15.0
33556|18.0|240.0
44532|55.0|116.0
73056|38.0|151.0
61520|34.0|162.0
55163|15.0|264.0
3551|39.0|2.0
42312|1.0|146.0
27015|22.0|46.0
22743|50.0|2.0
31810|6.0|5.0
46698|30.0|264.0
8292|3.0|124.0
71005|10.0|128.0
43256|94.0|56.0
38953|8.0|673.0
31779|7.0|368.0
3305|5.0|9.0
15570|45.0|30.0
10941|2.0|373.0
65297|2.0|373.0
33671|264.0|31.0
16224|2.0|608.0
76166|44.0|279.0
60411|47.0|46.0
69683|57.0|93.0
39310|16.0|241.0
42440|1.0|955.0
69915|1.0|25.0
40862|32.0|52.0
42818|15.0|92.0
64373|3.0|843.0
10420|7.0|44.0
64423|3.0|117.0
48878|11.0|589.0
51788|122.0|43.0
37888|12.0|418.0
46427|5.0|45.0
59533|12.0|97.0
38154|22.0|314.0
6152|1.0|41.0
42126|122.0|56.0
32529|10.0|459.0
63820|62.0|2.0
55083|23.0|60.0
17287|12.0|307.0
34089|10.0|1.0
59298|40.0|42.0
18535|18.0|47.0
76189|8.0|673.0
39615|35.0|13.0
15146|20.0|441.0
67891|16.0|491.0
26760|43.0|130.0
78129|41.0|248.0
34394|2.0|608.0
68409|27.0|130.0
11639|40.0|169.0
72292|16.0|97.0
41196|22.0|451.0
15073|35.0|143.0
52794|2.0|373.0
67457|42.0|244.0
75444|24.0|394.0
7611|61.0|182.0
2410|59.0|186.0
33948|142.0|15.0
37917|20.0|2.0
39253|55.0|200.0
60780|40.0|260.0
43203|13.0|547.0
64507|36.0|282.0
46420|29.0|102.0
41180|66.0|4.0
33786|56.0|141.0
64514|16.0|491.0
43788|2.0|608.0
16119|100.0|25.0
38262|3.0|343.0
24379|13.0|114.0
34300|35.0|1.0
18233|2.0|212.0
72446|10.0|327.0
35592|4.0|458.0
69816|131.0|89.0
29675|29.0|346.0
16008|119.0|75.0
2339|19.0|81.0
30702|4.0|148.0
44120|26.0|65.0
26670|18.0|213.0
73194|3.0|843.0
53879|32.0|57.0
6201|218.0|14.0
45937|32.0|115.0
50960|20.0|1.0
33125|58.0|100.0
1094|101.0|114.0
36323|99.0|1.0
38147|8.0|262.0
27959|10.0|338.0
11527|2.0|60.0
32216|6.0|541.0
52841|70.0|189.0
3690|46.0|85.0
3643|1.0|777.0
67997|49.0|11.0
68957|26.0|9.0
18231|39.0|11.0
27070|25.0|15.0
10082|25.0|200.0
50902|44.0|74.0
31990|95.0|40.0
40926|88.0|105.0
21206|130.0|92.0
48309|61.0|34.0
12015|35.0|55.0
37055|1.0|159.0
27710|62.0|9.0
7851|45.0|271.0
14543|2.0|23.0
54720|67.0|2.0
54076|9.0|372.0
40995|49.0|44.0
8375|6.0|379.0
810|10.0|136.0
5430|1.0|777.0
37686|29.0|85.0
58070|37.0|44.0
55135|233.0|5.0
34869|6.0|12.0
25876|53.0|7.0
36899|83.0|48.0
49052|61.0|60.0
70566|3.0|202.0
54689|50.0|76.0
26482|45.0|87.0
14041|7.0|45.0
38175|53.0|119.0
26890|126.0|8.0
55296|6.0|379.0
37676|26.0|94.0
16414|22.0|106.0
29272|10.0|40.0
69835|3.0|481.0
18824|332.0|8.0
9528|5.0|431.0
16234|5.0|431.0
17431|10.0|341.0
19118|43.0|124.0
64289|19.0|14.0
15655|6.0|406.0
3516|2.0|503.0
78430|17.0|257.0
24819|52.0|245.0
73954|17.0|508.0
33883|40.0|131.0
66172|17.0|257.0
21438|123.0|56.0
72454|63.0|32.0
53793|41.0|129.0
19026|36.0|110.0
26262|20.0|164.0
61236|5.0|399.0
47353|3.0|28.0
46527|15.0|18.0
39331|5.0|1.0
3166|90.0|30.0
36157|17.0|257.0
10610|71.0|30.0
23786|13.0|8.0
35751|65.0|206.0
34767|34.0|69.0
36682|20.0|4.0
64654|82.0|154.0
67675|11.0|165.0
9110|2.0|52.0
4727|31.0|356.0
44071|11.0|72.0
4054|1.0|724.0
4876|34.0|95.0
19571|22.0|92.0
62846|8.0|112.0
73646|111.0|29.0
8449|32.0|197.0
4800|72.0|39.0
1474|13.0|174.0
54737|9.0|335.0
2653|12.0|274.0
11658|75.0|72.0
65193|10.0|55.0
45066|2.0|381.0
21912|88.0|84.0
28863|2.0|106.0
27008|3.0|22.0
9309|95.0|9.0
6666|19.0|476.0
29242|83.0|152.0
44737|121.0|1.0
23718|82.0|154.0
33919|41.0|291.0
3123|46.0|112.0
13135|23.0|128.0
68408|4.0|53.0
27266|8.0|228.0
21680|42.0|11.0
77708|69.0|24.0
21497|31.0|15.0
19761|53.0|7.0
48669|22.0|19.0
50618|18.0|224.0
78144|24.0|207.0
58311|4.0|256.0
53963|1.0|777.0
6290|14.0|50.0
77842|43.0|130.0
79008|1.0|17.0
37383|70.0|2.0
13731|154.0|6.0
21156|50.0|179.0
12843|91.0|137.0
74150|131.0|89.0
64585|76.0|177.0
70944|53.0|240.0
46611|7.0|241.0
53875|23.0|1.0
764|7.0|55.0
70451|88.0|139.0
882|18.0|176.0
20219|35.0|187.0
28311|2.0|13.0
62211|43.0|118.0
76324|91.0|10.0
13708|10.0|336.0
50946|24.0|19.0
12829|5.0|1.0
8075|20.0|75.0
64525|12.0|418.0
74717|108.0|2.0
38665|8.0|237.0
76155|29.0|34.0
6803|5.0|24.0
25305|36.0|282.0
57887|2.0|558.0
69596|7.0|524.0
7294|35.0|2.0
9305|39.0|59.0
35183|39.0|9.0
46591|14.0|265.0
44262|7.0|241.0
3108|15.0|251.0
45583|96.0|54.0
25462|88.0|13.0
35597|1.0|39.0
47325|55.0|94.0
15197|33.0|1.0
26444|5.0|118.0
60611|95.0|101.0
3017|79.0|125.0
73279|31.0|261.0
19372|46.0|48.0
48387|59.0|33.0
43354|29.0|36.0
31629|69.0|83.0
39385|12.0|230.0
30160|43.0|76.0
23607|15.0|161.0
59182|25.0|383.0
55291|9.0|335.0
55993|33.0|8.0
52250|18.0|145.0
70004|5.0|404.0
70013|19.0|170.0
13097|24.0|184.0
67768|6.0|80.0
10387|23.0|4.0
19184|8.0|148.0
10957|40.0|100.0
68486|16.0|22.0
63862|26.0|193.0
68919|4.0|31.0
17823|93.0|127.0
76915|4.0|8.0
19323|1.0|777.0
38543|35.0|114.0
55582|33.0|15.0
11043|1.0|167.0
62313|29.0|56.0
22102|25.0|2.0
36230|37.0|17.0
60873|66.0|40.0
52951|104.0|86.0
17511|32.0|58.0
72748|6.0|28.0
52491|18.0|247.0
56061|2.0|4.0
24285|11.0|108.0
72567|30.0|5.0
14361|8.0|4.0
32800|30.0|264.0
75529|217.0|7.0
68602|2.0|458.0
38542|49.0|61.0
54280|31.0|68.0
72055|26.0|94.0
2439|11.0|313.0
30575|1.0|506.0
25366|36.0|67.0
12715|26.0|181.0
16505|64.0|209.0
46957|115.0|46.0
8499|2.0|311.0
57331|67.0|39.0
65802|5.0|431.0
38405|97.0|128.0
54644|4.0|30.0
27246|1.0|36.0
55198|5.0|74.0
20770|2.0|153.0
28316|26.0|94.0
21702|4.0|8.0
18403|36.0|183.0
3722|107.0|114.0
36987|154.0|6.0
26238|45.0|116.0
72164|99.0|5.0
63706|111.0|51.0
62162|22.0|21.0
35064|13.0|152.0
2586|43.0|130.0
69911|101.0|72.0
10872|21.0|195.0
2089|6.0|729.0
16230|2.0|381.0
77303|2.0|56.0
6535|2.0|364.0
11586|13.0|8.0
66156|39.0|136.0
50560|19.0|340.0
43130|29.0|40.0
33734|1.0|36.0
50032|2.0|373.0
72997|28.0|188.0
41460|11.0|309.0
40954|138.0|2.0
25743|114.0|12.0
65006|4.0|82.0
35118|81.0|1.0
18884|2.0|710.0
17982|15.0|175.0
23570|16.0|274.0
15748|2.0|13.0
37863|1.0|17.0
35324|102.0|88.0
66058|146.0|32.0
78644|3.0|334.0
39424|47.0|125.0
36601|1.0|125.0
36593|2.0|373.0
50166|11.0|108.0
15986|108.0|67.0
64768|41.0|5.0
40088|13.0|74.0
19227|70.0|4.0
9580|11.0|313.0
6817|35.0|29.0
72276|59.0|2.0
73662|11.0|324.0
3148|12.0|589.0
63293|2.0|888.0
44525|1.0|262.0
62785|2.0|373.0
30650|62.0|62.0
53740|35.0|14.0
61363|15.0|25.0
32952|9.0|487.0
39507|6.0|541.0
54770|21.0|79.0
40379|15.0|56.0
62590|27.0|110.0
32579|15.0|282.0
33540|2.0|106.0
59412|17.0|50.0
50954|61.0|88.0
45614|2.0|710.0
41568|9.0|668.0
39791|131.0|19.0
25337|10.0|63.0
72803|14.0|19.0
5030|21.0|3.0
47196|9.0|186.0
54928|72.0|5.0
9971|32.0|14.0
12103|50.0|49.0
56988|16.0|38.0
64892|29.0|23.0
17337|29.0|4.0
68001|12.0|99.0
47701|22.0|136.0
8301|2.0|114.0
77826|194.0|62.0
29665|36.0|52.0
52803|32.0|58.0
29331|45.0|46.0
50998|20.0|78.0
46515|58.0|37.0
58299|33.0|55.0
56309|17.0|1.0
2879|64.0|9.0
33622|2.0|127.0
30833|40.0|56.0
56662|2.0|608.0
58839|1.0|324.0
23284|2.0|52.0
68185|2.0|10.0
35054|44.0|86.0
62419|5.0|138.0
68674|8.0|119.0
9218|7.0|126.0
36023|48.0|45.0
44644|31.0|57.0
69573|10.0|30.0
